,Country,Code,Year,Population
639,Iraq,IRQ,2006,27448124.0
640,Iceland,ISL,2006,303782.0
641,Israel,ISR,2006,7053700.0
642,Italy,ITA,2006,58143979.0
643,Jamaica,JAM,2006,2754407.0
644,Jordan,JOR,2006,5991540.0
645,Japan,JPN,2006,127854000.0
646,Kazakhstan,KAZ,2006,15308084.0
647,Kenya,KEN,2006,37649033.0
648,Kyrgyz Republic,KGZ,2006,5218400.0
649,Cambodia,KHM,2006,13477709.0
650,Kiribati,KIR,2006,94343.0
651,St. Kitts and Nevis,KNA,2006,47339.0
652,"Korea, Rep.",KOR,2006,48438292.0
653,Kuwait,KWT,2006,2373672.0
654,Latin America & Caribbean (excluding high income),LAC,2006,533896503.0
655,Lao PDR,LAO,2006,5846074.0
656,Lebanon,LBN,2006,4759753.0
657,Liberia,LBR,2006,3329211.0
658,Libya,LBY,2006,5886872.0
659,St. Lucia,LCA,2006,165381.0
660,Latin America & Caribbean,LCN,2006,563337678.0
661,Least developed countries: UN classification,LDC,2006,762132501.0
662,Low income,LIC,2006,475927007.0
663,Liechtenstein,LIE,2006,34970.0
664,Sri Lanka,LKA,2006,19695972.0
665,Lower middle income,LMC,2006,2389129523.0
666,Low & middle income,LMY,2006,5447074437.0
667,Lesotho,LSO,2006,1989939.0
668,Late-demographic dividend,LTE,2006,2127750968.0
669,Lithuania,LTU,2006,3269909.0
670,Luxembourg,LUX,2006,472637.0
671,Latvia,LVA,2006,2218357.0
672,"Macao SAR, China",MAC,2006,493799.0
673,St. Martin (French part),MAF,2006,35237.0
674,Morocco,MAR,2006,30804683.0
675,Monaco,MCO,2006,34190.0
676,Moldova,MDA,2006,2880095.0
677,Madagascar,MDG,2006,18880269.0
678,Maldives,MDV,2006,327487.0
679,Middle East & North Africa,MEA,2006,354302463.0
680,Mexico,MEX,2006,107560153.0
681,Marshall Islands,MHL,2006,55767.0
682,Middle income,MIC,2006,4971147430.0
683,North Macedonia,MKD,2006,2063131.0
684,Mali,MLI,2006,13203378.0
685,Malta,MLT,2006,405308.0
686,Myanmar,MMR,2006,49301050.0
687,Middle East & North Africa (excluding high income),MNA,2006,310109412.0
688,Montenegro,MNE,2006,615025.0
689,Mongolia,MNG,2006,2558856.0
690,Northern Mariana Islands,MNP,2006,55882.0
691,Mozambique,MOZ,2006,21080110.0
692,Mauritania,MRT,2006,3111906.0
693,Mauritius,MUS,2006,1233996.0
694,Malawi,MWI,2006,12973699.0
695,Malaysia,MYS,2006,26201961.0
696,North America,NAC,2006,331015609.0
697,Namibia,NAM,2006,1971317.0
698,New Caledonia,NCL,2006,235750.0
699,Niger,NER,2006,14143971.0
700,Nigeria,NGA,2006,142538308.0
701,Nicaragua,NIC,2006,5513763.0
702,Netherlands,NLD,2006,16346101.0
703,Norway,NOR,2006,4660677.0
704,Nepal,NPL,2006,26066693.0
705,Nauru,NRU,2006,9828.0
706,New Zealand,NZL,2006,4184600.0
707,OECD members,OED,2006,1250788448.0
708,Oman,OMN,2006,2580758.0
709,Other small states,OSS,2006,23486218.0
710,Pakistan,PAK,2006,164022627.0
711,Panama,PAN,2006,3391666.0
712,Peru,PER,2006,28102056.0
713,Philippines,PHL,2006,87888675.0
714,Palau,PLW,2006,19540.0
715,Papua New Guinea,PNG,2006,6646895.0
716,Poland,POL,2006,38141267.0
717,Pre-demographic dividend,PRE,2006,653695022.0
718,Puerto Rico,PRI,2006,3805214.0
719,"Korea, Dem. People’s Rep.",PRK,2006,24054864.0
720,Portugal,PRT,2006,10522288.0
721,Paraguay,PRY,2006,5913209.0
722,West Bank and Gaza,PSE,2006,3406334.0
723,Pacific island small states,PSS,2006,2100869.0
724,Post-demographic dividend,PST,2006,1052054839.0
725,French Polynesia,PYF,2006,261010.0
726,Qatar,QAT,2006,1022711.0
727,Romania,ROU,2006,21193760.0
728,Russian Federation,RUS,2006,143049637.0
729,Rwanda,RWA,2006,9043337.0
730,South Asia,SAS,2006,1543610696.0
731,Saudi Arabia,SAU,2006,24498310.0
732,Sudan,SDN,2006,31661823.0
733,Senegal,SEN,2006,11382268.0
734,Singapore,SGP,2006,4401365.0
735,Solomon Islands,SLB,2006,481078.0
736,Sierra Leone,SLE,2006,5829237.0
737,El Salvador,SLV,2006,6079399.0
738,San Marino,SMR,2006,29700.0
739,Somalia,SOM,2006,10763905.0
740,Serbia,SRB,2006,7411569.0
741,Sub-Saharan Africa (excluding high income),SSA,2006,778248224.0
742,South Sudan,SSD,2006,7907406.0
743,Sub-Saharan Africa,SSF,2006,779566820.0
744,Small states,SST,2006,32375210.0
745,Sao Tome and Principe,STP,2006,161681.0
746,Suriname,SUR,2006,505295.0
747,Slovak Republic,SVK,2006,5373054.0
748,Slovenia,SVN,2006,2006868.0
749,Sweden,SWE,2006,9080505.0
750,Eswatini,SWZ,2006,1036092.0
751,Sint Maarten (Dutch part),SXM,2006,33441.0
752,Seychelles,SYC,2006,84600.0
753,Syrian Arab Republic,SYR,2006,19059258.0
754,Turks and Caicos Islands,TCA,2006,29391.0
755,Chad,TCD,2006,10457124.0
756,East Asia & Pacific (IDA & IBRD countries),TEA,2006,1885806859.0
757,Europe & Central Asia (IDA & IBRD countries),TEC,2006,434964326.0
758,Togo,TGO,2006,5762880.0
759,Thailand,THA,2006,65812536.0
760,Tajikistan,TJK,2006,6922587.0
761,Turkmenistan,TKM,2006,4810109.0
762,Latin America & the Caribbean (IDA & IBRD countries),TLA,2006,547139430.0
763,Timor-Leste,TLS,2006,1016432.0
764,Middle East & North Africa (IDA & IBRD countries),TMN,2006,306703078.0
765,Tonga,TON,2006,101706.0
766,South Asia (IDA & IBRD),TSA,2006,1543610696.0
767,Sub-Saharan Africa (IDA & IBRD countries),TSS,2006,779566820.0
768,Trinidad and Tobago,TTO,2006,1302561.0
769,Tunisia,TUN,2006,10201214.0
770,Turkey,TUR,2006,68756810.0
771,Tuvalu,TUV,2006,10120.0
772,Tanzania,TZA,2006,39548663.0
773,Uganda,UGA,2006,28571475.0
774,Ukraine,UKR,2006,46787786.0
775,Upper middle income,UMC,2006,2582017907.0
776,Uruguay,URY,2006,3325401.0
777,United States,USA,2006,298379912.0
778,Uzbekistan,UZB,2006,26488250.0
779,St. Vincent and the Grenadines,VCT,2006,108603.0
780,"Venezuela, RB",VEN,2006,26850194.0
781,British Virgin Islands,VGB,2006,24023.0
782,Virgin Islands (U.S.),VIR,2006,108371.0
783,Vietnam,VNM,2006,84617540.0
784,Vanuatu,VUT,2006,214370.0
785,World,WLD,2006,6592734542.0
786,Samoa,WSM,2006,180876.0
787,Kosovo,XKX,2006,1719536.0
788,"Yemen, Rep.",YEM,2006,20687646.0
789,South Africa,ZAF,2006,48489459.0
790,Zambia,ZMB,2006,12173514.0
791,Zimbabwe,ZWE,2006,12155491.0
792,Aruba,ABW,2007,101222.0
793,Afghanistan,AFG,2007,27100536.0
794,Angola,AGO,2007,20905363.0
795,Albania,ALB,2007,2970017.0
796,Andorra,AND,2007,82684.0
797,Arab World,ARB,2007,330290716.0
798,United Arab Emirates,ARE,2007,6168838.0
799,Argentina,ARG,2007,39684295.0
800,Armenia,ARM,2007,2932618.0
801,American Samoa,ASM,2007,58365.0
802,Antigua and Barbuda,ATG,2007,84026.0
803,Australia,AUS,2007,20827600.0
804,Austria,AUT,2007,8295487.0
805,Azerbaijan,AZE,2007,8581300.0
806,Burundi,BDI,2007,7862214.0
807,Belgium,BEL,2007,10625700.0
808,Benin,BEN,2007,8454793.0
809,Burkina Faso,BFA,2007,14252021.0
810,Bangladesh,BGD,2007,142660376.0
811,Bulgaria,BGR,2007,7545338.0
812,Bahrain,BHR,2007,1035919.0
813,"Bahamas, The",BHS,2007,337389.0
814,Bosnia and Herzegovina,BIH,2007,3762786.0
815,Belarus,BLR,2007,9560953.0
816,Belize,BLZ,2007,299025.0
817,Bermuda,BMU,2007,64888.0
818,Bolivia,BOL,2007,9558439.0
819,Brazil,BRA,2007,190130443.0
820,Barbados,BRB,2007,278700.0
821,Brunei Darussalam,BRN,2007,374965.0
822,Bhutan,BTN,2007,664876.0
823,Botswana,BWA,2007,1875459.0
824,Central African Republic,CAF,2007,4198010.0
825,Canada,CAN,2007,32889025.0
826,Central Europe and the Baltics,CEB,2007,105378748.0
827,Switzerland,CHE,2007,7551117.0
828,Channel Islands,CHI,2007,154636.0
829,Chile,CHL,2007,16530195.0
830,China,CHN,2007,1317885000.0
831,Cote d'Ivoire,CIV,2007,19171237.0
832,Cameroon,CMR,2007,18730282.0
833,"Congo, Dem. Rep.",COD,2007,58453683.0
834,"Congo, Rep.",COG,2007,3876119.0
835,Colombia,COL,2007,43737516.0
836,Comoros,COM,2007,641620.0
837,Cabo Verde,CPV,2007,475060.0
838,Costa Rica,CRI,2007,4404628.0
839,Caribbean small states,CSS,2007,6833393.0
840,Cuba,CUB,2007,11251122.0
841,Curacao,CUW,2007,144056.0
842,Cayman Islands,CYM,2007,52280.0
843,Cyprus,CYP,2007,1063713.0
844,Czech Republic,CZE,2007,10298828.0
845,Germany,DEU,2007,82266372.0
846,Djibouti,DJI,2007,805451.0
847,Dominica,DMA,2007,70795.0
848,Denmark,DNK,2007,5461438.0
849,Dominican Republic,DOM,2007,9338861.0
850,Algeria,DZA,2007,34166972.0
851,East Asia & Pacific (excluding high income),EAP,2007,1924018226.0
852,Early-demographic dividend,EAR,2007,2776922496.0
853,East Asia & Pacific,EAS,2007,2161785573.0
854,Europe & Central Asia (excluding high income),ECA,2007,372332605.0
855,Europe & Central Asia,ECS,2007,877300672.0
856,Ecuador,ECU,2007,14296557.0
857,"Egypt, Arab Rep.",EGY,2007,78232126.0
858,Euro area,EMU,2007,332645165.0
859,Eritrea,ERI,2007,2996536.0
860,Spain,ESP,2007,45226803.0
861,Estonia,EST,2007,1340680.0
862,Ethiopia,ETH,2007,80674348.0
863,European Union,EUU,2007,438468400.0
864,Fragile and conflict affected situations,FCS,2007,574141732.0
865,Finland,FIN,2007,5288720.0
866,Fiji,FJI,2007,836190.0
867,France,FRA,2007,64016225.0
868,Faroe Islands,FRO,2007,47825.0
869,"Micronesia, Fed. Sts.",FSM,2007,104444.0
870,Gabon,GAB,2007,1472575.0
871,United Kingdom,GBR,2007,61322463.0
872,Georgia,GEO,2007,3860158.0
873,Ghana,GHA,2007,22963946.0
874,Gibraltar,GIB,2007,33517.0
875,Guinea,GIN,2007,9518162.0
876,"Gambia, The",GMB,2007,1639848.0
877,Guinea-Bissau,GNB,2007,1411543.0
878,Equatorial Guinea,GNQ,2007,821687.0
879,Greece,GRC,2007,11048473.0
880,Grenada,GRD,2007,105190.0
881,Greenland,GRL,2007,56555.0
882,Guatemala,GTM,2007,13477017.0
883,Guam,GUM,2007,158847.0
884,Guyana,GUY,2007,746474.0
885,High income,HIC,2007,1154287221.0
886,"Hong Kong SAR, China",HKG,2007,6916300.0
887,Honduras,HND,2007,7808518.0
888,Heavily indebted poor countries (HIPC),HPC,2007,574560260.0
889,Croatia,HRV,2007,4310217.0
890,Haiti,HTI,2007,9495328.0
891,Hungary,HUN,2007,10055780.0
892,IBRD only,IBD,2007,4296873746.0
893,IDA & IBRD total,IBT,2007,5570347419.0
894,IDA total,IDA,2007,1273473673.0
895,IDA blend,IDB,2007,424192635.0
896,Indonesia,IDN,2007,232374245.0
897,IDA only,IDX,2007,849281038.0
898,Isle of Man,IMN,2007,82408.0
899,India,IND,2007,1183209472.0
900,Not classified,INX,2007,
901,Ireland,IRL,2007,4398942.0
902,"Iran, Islamic Rep.",IRN,2007,71336475.0
903,Iraq,IRQ,2007,27911248.0
904,Iceland,ISL,2007,311566.0
905,Israel,ISR,2007,7180100.0
906,Italy,ITA,2007,58438310.0
907,Jamaica,JAM,2007,2768227.0
908,Jordan,JOR,2007,6255280.0
909,Japan,JPN,2007,128001000.0
910,Kazakhstan,KAZ,2007,15484192.0
911,Kenya,KEN,2007,38705932.0
912,Kyrgyz Republic,KGZ,2007,5268400.0
913,Cambodia,KHM,2007,13679962.0
914,Kiribati,KIR,2007,96527.0
915,St. Kitts and Nevis,KNA,2007,47778.0
916,"Korea, Rep.",KOR,2007,48683638.0
917,Kuwait,KWT,2007,2504019.0
918,Latin America & Caribbean (excluding high income),LAC,2007,540405229.0
919,Lao PDR,LAO,2007,5944948.0
920,Lebanon,LBN,2007,4767344.0
921,Liberia,LBR,2007,3461911.0
922,Libya,LBY,2007,5974787.0
923,St. Lucia,LCA,2007,167639.0
924,Latin America & Caribbean,LCN,2007,570091464.0
925,Least developed countries: UN classification,LDC,2007,780219542.0
926,Low income,LIC,2007,489505419.0
927,Liechtenstein,LIE,2007,35217.0
928,Sri Lanka,LKA,2007,19842044.0
929,Lower middle income,LMC,2007,2428529757.0
930,Low & middle income,LMY,2007,5519916437.0
931,Lesotho,LSO,2007,1986922.0
932,Late-demographic dividend,LTE,2007,2140907334.0
933,Lithuania,LTU,2007,3231294.0
934,Luxembourg,LUX,2007,479993.0
935,Latvia,LVA,2007,2200325.0
936,"Macao SAR, China",MAC,2007,504511.0
937,St. Martin (French part),MAF,2007,36137.0
938,Morocco,MAR,2007,31163673.0
939,Monaco,MCO,2007,34525.0
940,Moldova,MDA,2007,2873429.0
941,Madagascar,MDG,2007,19433530.0
942,Maldives,MDV,2007,335169.0
943,Middle East & North Africa,MEA,2007,361929136.0
944,Mexico,MEX,2007,109170502.0
945,Marshall Islands,MHL,2007,56051.0
946,Middle income,MIC,2007,5030411018.0
947,North Macedonia,MKD,2007,2065426.0
948,Mali,MLI,2007,13651464.0
949,Malta,MLT,2007,406724.0
950,Myanmar,MMR,2007,49621475.0
951,Middle East & North Africa (excluding high income),MNA,2007,315573347.0
952,Montenegro,MNE,2007,615875.0
953,Mongolia,MNG,2007,2593820.0
954,Northern Mariana Islands,MNP,2007,55219.0
955,Mozambique,MOZ,2007,21673316.0
956,Mauritania,MRT,2007,3202517.0
957,Mauritius,MUS,2007,1239630.0
958,Malawi,MWI,2007,13341806.0
959,Malaysia,MYS,2007,26720370.0
960,North America,NAC,2007,334185120.0
961,Namibia,NAM,2007,2006514.0
962,New Caledonia,NCL,2007,239250.0
963,Niger,NER,2007,14685399.0
964,Nigeria,NGA,2007,146339977.0
965,Nicaragua,NIC,2007,5590055.0
966,Netherlands,NLD,2007,16381696.0
967,Norway,NOR,2007,4709153.0
968,Nepal,NPL,2007,26382581.0
969,Nauru,NRU,2007,9842.0
970,New Zealand,NZL,2007,4223800.0
971,OECD members,OED,2007,1260210156.0
972,Oman,OMN,2007,2657158.0
973,Other small states,OSS,2007,24104670.0
974,Pakistan,PAK,2007,167808105.0
975,Panama,PAN,2007,3453675.0
976,Peru,PER,2007,28333052.0
977,Philippines,PHL,2007,89405482.0
978,Palau,PLW,2007,19158.0
979,Papua New Guinea,PNG,2007,6808514.0
980,Poland,POL,2007,38120560.0
981,Pre-demographic dividend,PRE,2007,672318833.0
982,Puerto Rico,PRI,2007,3782995.0
983,"Korea, Dem. People’s Rep.",PRK,2007,24188331.0
984,Portugal,PRT,2007,10542964.0
985,Paraguay,PRY,2007,5998427.0
986,West Bank and Gaza,PSE,2007,3494496.0
987,Pacific island small states,PSS,2007,2128664.0
988,Post-demographic dividend,PST,2007,1057981931.0
989,French Polynesia,PYF,2007,262721.0
990,Qatar,QAT,2007,1218434.0
991,Romania,ROU,2007,20882982.0
992,Russian Federation,RUS,2007,142805114.0
993,Rwanda,RWA,2007,9273757.0
994,South Asia,SAS,2007,1568003159.0
995,Saudi Arabia,SAU,2007,25184597.0
996,Sudan,SDN,2007,32360621.0
997,Senegal,SEN,2007,11687080.0
998,Singapore,SGP,2007,4588599.0
999,Solomon Islands,SLB,2007,492132.0
1000,Sierra Leone,SLE,2007,5989633.0
1001,El Salvador,SLV,2007,6105810.0
1002,San Marino,SMR,2007,30063.0
1003,Somalia,SOM,2007,11080121.0
1004,Serbia,SRB,2007,7381579.0
1005,Sub-Saharan Africa (excluding high income),SSA,2007,799583871.0
1006,South Sudan,SSD,2007,8315139.0
1007,Sub-Saharan Africa,SSF,2007,800908534.0
1008,Small states,SST,2007,33066727.0
1009,Sao Tome and Principe,STP,2007,166300.0
1010,Suriname,SUR,2007,511181.0
1011,Slovak Republic,SVK,2007,5374622.0
1012,Slovenia,SVN,2007,2018122.0
1013,Sweden,SWE,2007,9148092.0
1014,Eswatini,SWZ,2007,1042652.0
1015,Sint Maarten (Dutch part),SXM,2007,33811.0
1016,Seychelles,SYC,2007,85033.0
1017,Syrian Arab Republic,SYR,2007,19878254.0
1018,Turks and Caicos Islands,TCA,2007,30385.0
1019,Chad,TCD,2007,10818024.0
1020,East Asia & Pacific (IDA & IBRD countries),TEA,2007,1899800530.0
1021,Europe & Central Asia (IDA & IBRD countries),TEC,2007,435646364.0
1022,Togo,TGO,2007,5920359.0
1023,Thailand,THA,2007,66182067.0
1024,Tajikistan,TJK,2007,7062672.0
1025,Turkmenistan,TKM,2007,4870141.0
1026,Latin America & the Caribbean (IDA & IBRD countries),TLA,2007,553909981.0
1027,Timor-Leste,TLS,2007,1036392.0
1028,Middle East & North Africa (IDA & IBRD countries),TMN,2007,312078851.0
1029,Tonga,TON,2007,102581.0
1030,South Asia (IDA & IBRD),TSA,2007,1568003159.0
1031,Sub-Saharan Africa (IDA & IBRD countries),TSS,2007,800908534.0
1032,Trinidad and Tobago,TTO,2007,1308451.0
1033,Tunisia,TUN,2007,10304726.0
1034,Turkey,TUR,2007,69581848.0
1035,Tuvalu,TUV,2007,10221.0
1036,Tanzania,TZA,2007,40681414.0
1037,Uganda,UGA,2007,29486338.0
1038,Ukraine,UKR,2007,46509355.0
1039,Upper middle income,UMC,2007,2601881261.0
1040,Uruguay,URY,2007,3331749.0
1041,United States,USA,2007,301231207.0
1042,Uzbekistan,UZB,2007,26868000.0
1043,St. Vincent and the Grenadines,VCT,2007,108518.0
1044,"Venezuela, RB",VEN,2007,27247610.0
1045,British Virgin Islands,VGB,2007,25047.0
1046,Virgin Islands (U.S.),VIR,2007,108339.0
1047,Vietnam,VNM,2007,85419591.0
1048,Vanuatu,VUT,2007,219472.0
1049,World,WLD,2007,6674203658.0
1050,Samoa,WSM,2007,182046.0
1051,Kosovo,XKX,2007,1733404.0
1052,"Yemen, Rep.",YEM,2007,21282515.0
1053,South Africa,ZAF,2007,49119759.0
1054,Zambia,ZMB,2007,12502958.0
1055,Zimbabwe,ZWE,2007,12255922.0
1056,Aruba,ABW,2008,101358.0
1057,Afghanistan,AFG,2008,27722276.0
1058,Angola,AGO,2008,21695634.0
1059,Albania,ALB,2008,2947314.0
1060,Andorra,AND,2008,83862.0
1061,Arab World,ARB,2008,338395961.0
1062,United Arab Emirates,ARE,2008,7089487.0
1063,Argentina,ARG,2008,40080160.0
1064,Armenia,ARM,2008,2907618.0
1065,American Samoa,ASM,2008,57492.0
1066,Antigua and Barbuda,ATG,2008,85397.0
1067,Australia,AUS,2008,21249200.0
1068,Austria,AUT,2008,8321496.0
1069,Azerbaijan,AZE,2008,8763400.0
1070,Burundi,BDI,2008,8126102.0
1071,Belgium,BEL,2008,10709973.0
1072,Benin,BEN,2008,8696921.0
1073,Burkina Faso,BFA,2008,14689725.0
1074,Bangladesh,BGD,2008,144304167.0
1075,Bulgaria,BGR,2008,7492561.0
1076,Bahrain,BHR,2008,1114641.0
1077,"Bahamas, The",BHS,2008,343681.0
1078,Bosnia and Herzegovina,BIH,2008,3754271.0
1079,Belarus,BLR,2008,9527985.0
1080,Belize,BLZ,2008,306823.0
1081,Bermuda,BMU,2008,65273.0
1082,Bolivia,BOL,2008,9721454.0
1083,Brazil,BRA,2008,192030362.0
1084,Barbados,BRB,2008,279946.0
1085,Brunei Darussalam,BRN,2008,379421.0
1086,Bhutan,BTN,2008,671613.0
1087,Botswana,BWA,2008,1915639.0
1088,Central African Republic,CAF,2008,4273366.0
1089,Canada,CAN,2008,33247118.0
1090,Central Europe and the Baltics,CEB,2008,105001883.0
1091,Switzerland,CHE,2008,7647675.0
1092,Channel Islands,CHI,2008,156433.0
1093,Chile,CHL,2008,16708258.0
1094,China,CHN,2008,1324655000.0
1095,Cote d'Ivoire,CIV,2008,19605569.0
1096,Cameroon,CMR,2008,19252666.0
1097,"Congo, Dem. Rep.",COD,2008,60411195.0
1098,"Congo, Rep.",COG,2008,4011486.0
1099,Colombia,COL,2008,44254975.0
1100,Comoros,COM,2008,657229.0
1101,Cabo Verde,CPV,2008,480842.0
1102,Costa Rica,CRI,2008,4463125.0
1103,Caribbean small states,CSS,2008,6878978.0
1104,Cuba,CUB,2008,11236971.0
1105,Curacao,CUW,2008,145880.0
1106,Cayman Islands,CYM,2008,53836.0
1107,Cyprus,CYP,2008,1081563.0
1108,Czech Republic,CZE,2008,10384603.0
1109,Germany,DEU,2008,82110097.0
1110,Djibouti,DJI,2008,816358.0
1111,Dominica,DMA,2008,70827.0
1112,Denmark,DNK,2008,5493621.0
1113,Dominican Republic,DOM,2008,9458075.0
1114,Algeria,DZA,2008,34730608.0
1115,East Asia & Pacific (excluding high income),EAP,2008,1938057249.0
1116,Early-demographic dividend,EAR,2008,2820636595.0
1117,East Asia & Pacific,EAS,2008,2177119142.0
1118,Europe & Central Asia (excluding high income),ECA,2008,373751805.0
1119,Europe & Central Asia,ECS,2008,880829122.0
1120,Ecuador,ECU,2008,14535739.0
1121,"Egypt, Arab Rep.",EGY,2008,79636079.0
1122,Euro area,EMU,2008,334274725.0
1123,Eritrea,ERI,2008,3062779.0
1124,Spain,ESP,2008,45954106.0
1125,Estonia,EST,2008,1337090.0
1126,Ethiopia,ETH,2008,82916235.0
1127,European Union,EUU,2008,439876674.0
1128,Fragile and conflict affected situations,FCS,2008,588463731.0
1129,Finland,FIN,2008,5313399.0
1130,Fiji,FJI,2008,845361.0
1131,France,FRA,2008,64374984.0
1132,Faroe Islands,FRO,2008,47820.0
1133,"Micronesia, Fed. Sts.",FSM,2008,103543.0
1134,Gabon,GAB,2008,1518540.0
1135,United Kingdom,GBR,2008,61806995.0
1136,Georgia,GEO,2008,3848449.0
1137,Ghana,GHA,2008,23563825.0
1138,Gibraltar,GIB,2008,33559.0
1139,Guinea,GIN,2008,9738792.0
1140,"Gambia, The",GMB,2008,1689285.0
1141,Guinea-Bissau,GNB,2008,1446936.0
1142,Equatorial Guinea,GNQ,2008,860840.0
1143,Greece,GRC,2008,11077841.0
1144,Grenada,GRD,2008,105456.0
1145,Greenland,GRL,2008,56328.0
1146,Guatemala,GTM,2008,13739299.0
1147,Guam,GUM,2008,159036.0
1148,Guyana,GUY,2008,746817.0
1149,High income,HIC,2008,1163465951.0
1150,"Hong Kong SAR, China",HKG,2008,6957800.0
1151,Honduras,HND,2008,7980955.0
1152,Heavily indebted poor countries (HIPC),HPC,2008,590590368.0
1153,Croatia,HRV,2008,4309705.0
1154,Haiti,HTI,2008,9646580.0
1155,Hungary,HUN,2008,10038188.0
1156,IBRD only,IBD,2008,4340024690.0
1157,IDA & IBRD total,IBT,2008,5643601090.0
1158,IDA total,IDA,2008,1303576400.0
1159,IDA blend,IDB,2008,434469613.0
1160,Indonesia,IDN,2008,235469762.0
1161,IDA only,IDX,2008,869106787.0
1162,Isle of Man,IMN,2008,83508.0
1163,India,IND,2008,1200669765.0
1164,Not classified,INX,2008,
1165,Ireland,IRL,2008,4489544.0
1166,"Iran, Islamic Rep.",IRN,2008,72120604.0
1167,Iraq,IRQ,2008,28385746.0
1168,Iceland,ISL,2008,317414.0
1169,Israel,ISR,2008,7308800.0
1170,Italy,ITA,2008,58826731.0
1171,Jamaica,JAM,2008,2781876.0
1172,Jordan,JOR,2008,6556478.0
1173,Japan,JPN,2008,128063000.0
1174,Kazakhstan,KAZ,2008,15674000.0
1175,Kenya,KEN,2008,39791981.0
1176,Kyrgyz Republic,KGZ,2008,5318700.0
1177,Cambodia,KHM,2008,13883834.0
1178,Kiribati,KIR,2008,98761.0
1179,St. Kitts and Nevis,KNA,2008,48185.0
1180,"Korea, Rep.",KOR,2008,49054708.0
1181,Kuwait,KWT,2008,2656009.0
1182,Latin America & Caribbean (excluding high income),LAC,2008,546848933.0
1183,Lao PDR,LAO,2008,6046620.0
1184,Lebanon,LBN,2008,4764741.0
1185,Liberia,LBR,2008,3607860.0
1186,Libya,LBY,2008,6058748.0
1187,St. Lucia,LCA,2008,170011.0
1188,Latin America & Caribbean,LCN,2008,576783755.0
1189,Least developed countries: UN classification,LDC,2008,798563392.0
1190,Low income,LIC,2008,503324676.0
1191,Liechtenstein,LIE,2008,35471.0
1192,Sri Lanka,LKA,2008,19983984.0
1193,Lower middle income,LMC,2008,2468136919.0
1194,Low & middle income,LMY,2008,5593451953.0
1195,Lesotho,LSO,2008,1987129.0
1196,Late-demographic dividend,LTE,2008,2154245142.0
1197,Lithuania,LTU,2008,3198231.0
1198,Luxembourg,LUX,2008,488650.0
1199,Latvia,LVA,2008,2177322.0
1200,"Macao SAR, China",MAC,2008,515239.0
1201,St. Martin (French part),MAF,2008,36885.0
1202,Morocco,MAR,2008,31536811.0
1203,Monaco,MCO,2008,34872.0
1204,Moldova,MDA,2008,2867964.0
1205,Madagascar,MDG,2008,19996473.0
1206,Maldives,MDV,2008,343452.0
1207,Middle East & North Africa,MEA,2008,369823252.0
1208,Mexico,MEX,2008,110815271.0
1209,Marshall Islands,MHL,2008,56174.0
1210,Middle income,MIC,2008,5090127277.0
1211,North Macedonia,MKD,2008,2067313.0
1212,Mali,MLI,2008,14113577.0
1213,Malta,MLT,2008,409379.0
1214,Myanmar,MMR,2008,49929642.0
1215,Middle East & North Africa (excluding high income),MNA,2008,321168767.0
1216,Montenegro,MNE,2008,616969.0
1217,Mongolia,MNG,2008,2631898.0
1218,Northern Mariana Islands,MNP,2008,54625.0
1219,Mozambique,MOZ,2008,22276596.0
1220,Mauritania,MRT,2008,3296238.0
1221,Mauritius,MUS,2008,1244121.0
1222,Malawi,MWI,2008,13727890.0
1223,Malaysia,MYS,2008,27236006.0
1224,North America,NAC,2008,337406357.0
1225,Namibia,NAM,2008,2043394.0
1226,New Caledonia,NCL,2008,242750.0
1227,Niger,NER,2008,15250908.0
1228,Nigeria,NGA,2008,150269623.0
1229,Nicaragua,NIC,2008,5667432.0
1230,Netherlands,NLD,2008,16445593.0
1231,Norway,NOR,2008,4768212.0
1232,Nepal,NPL,2008,26666576.0
1233,Nauru,NRU,2008,9891.0
1234,New Zealand,NZL,2008,4259800.0
1235,OECD members,OED,2008,1270059587.0
1236,Oman,OMN,2008,2750963.0
1237,Other small states,OSS,2008,24762406.0
1238,Pakistan,PAK,2008,171648986.0
1239,Panama,PAN,2008,3516204.0
1240,Peru,PER,2008,28562317.0
1241,Philippines,PHL,2008,90901965.0
1242,Palau,PLW,2008,18704.0
1243,Papua New Guinea,PNG,2008,6976201.0
1244,Poland,POL,2008,38125759.0
1245,Pre-demographic dividend,PRE,2008,691447610.0
1246,Puerto Rico,PRI,2008,3760866.0
1247,"Korea, Dem. People’s Rep.",PRK,2008,24310142.0
1248,Portugal,PRT,2008,10558177.0
1249,Paraguay,PRY,2008,6081296.0
1250,West Bank and Gaza,PSE,2008,3591977.0
1251,Pacific island small states,PSS,2008,2157454.0
1252,Post-demographic dividend,PST,2008,1064394156.0
1253,French Polynesia,PYF,2008,264061.0
1254,Qatar,QAT,2008,1436665.0
1255,Romania,ROU,2008,20537875.0
1256,Russian Federation,RUS,2008,142742366.0
1257,Rwanda,RWA,2008,9524534.0
1258,South Asia,SAS,2008,1592010819.0
1259,Saudi Arabia,SAU,2008,25888541.0
1260,Sudan,SDN,2008,33060837.0
1261,Senegal,SEN,2008,12004701.0
1262,Singapore,SGP,2008,4839396.0
1263,Solomon Islands,SLB,2008,503360.0
1264,Sierra Leone,SLE,2008,6133603.0
1265,El Salvador,SLV,2008,6131764.0
